model_name,threshold_probability,net_benefit,treat_all_net_benefit,treat_none_net_benefit
HyDRA_CoE_Full,0.3,-0.020182242638752956,-0.13186233903155362,0.0
HyDRA_CoE_Full,0.325,-0.03881372147054801,-0.17378316640309258,0.0
HyDRA_CoE_Full,0.35000000000000003,-0.05672924861116743,-0.21892867280321163,0.0
HyDRA_CoE_Full,0.375,-0.07348444913020558,-0.26768581971534,0.0
HyDRA_CoE_Full,0.4,-0.09277807063784926,-0.3205060622034793,0.0
HyDRA_CoE_Full,0.425,-0.11070110701107011,-0.3779193692558045,0.0
HyDRA_CoE_Full,0.45,-0.13447069535630415,-0.4405520678583409,0.0
HyDRA_CoE_Full,0.47500000000000003,-0.15668850566056688,-0.509149785375405,0.0
HyDRA_CoE_Full,0.5,-0.17923036373220877,-0.5846072746441751,0.0
HyDRA_CoE_Full,0.525,-0.20875065893516082,-0.6680076575201843,0.0
HyDRA_CoE_Full,0.55,-0.2363966496807826,-0.7606747496046392,0.0
HyDRA_CoE_Full,0.5750000000000001,-0.266829979224162,-0.8642438525225591,0.0
HyDRA_CoE_Full,0.6000000000000001,-0.30311017395888257,-0.9807590933052193,0.0
HyDRA_CoE_Full,0.6250000000000001,-0.34071340713407156,-1.1128096995255674,0.0
HyDRA_CoE_Full,0.6500000000000001,-0.38534528202424917,-1.2637246780631082,0.0
HyDRA_CoE_Full,0.675,-0.42727383317789236,-1.4378573456064236,0.0
HyDRA_CoE_Full,0.7000000000000001,-0.47039184677561074,-1.6410121244069589,0.0
HyDRA_CoE_Full,0.7250000000000001,-0.5163655532659226,-1.881104135716683,0.0
HyDRA_CoE_Full,0.7500000000000001,-0.5693199789140753,-2.1692145492883514,0.0
HyDRA_CoE_Full,0.7750000000000001,-0.5827329701868452,-2.52134949920928,0.0
HyDRA_CoE_Full,0.8,-0.6193990511333687,-2.9615181866104385,0.0
OCTOnly_ViT,0.05,0.13059401270704438,0.1659961712399079,0.0
OCTOnly_ViT,0.07500000000000001,0.11181239225519668,0.14345552721936486,0.0
OCTOnly_ViT,0.1,0.09512095120951208,0.11966262519768055,0.0
