model_name,center,protocol,n,auroc,auroc_ci_low,auroc_ci_high,auprc,auprc_ci_low,auprc_ci_high,sensitivity,sensitivity_ci_low,sensitivity_ci_high,specificity,specificity_ci_low,specificity_ci_high,ppv,ppv_ci_low,ppv_ci_high,npv,npv_ci_low,npv_ci_high,f1,f1_ci_low,f1_ci_high,balanced_accuracy,balanced_accuracy_ci_low,balanced_accuracy_ci_high,brier,brier_ci_low,brier_ci_high,ece,ece_ci_low,ece_ci_high,referral_rate,referral_rate_ci_low,referral_rate_ci_high,ci_source
ColposcopyOCT_LateFusion,荆州市第一人民医院,strict_loco,406,0.47718450157474546,,,0.0836476890439367,,,0.21621621621621623,,,0.6747967479674797,,,0.0625,,,0.89568345323741,,,0.09696969696969697,,,0.44550648209184796,,,0.4151329148025404,,,0.5048146133956773,,,0.31527093596059114,,,not_available_in_existing_step2_center_level_bootstrap
ColposcopyOCT_LateFusion,襄阳市中心医院,strict_loco,500,0.6094172494172494,,,0.34850067842673904,,,0.7909090909090909,,,0.32564102564102565,,,0.24857142857142858,,,0.8466666666666667,,,0.3782608695652174,,,0.5582750582750583,,,0.27400825392325234,,,0.2826268851040154,,,0.7,,,not_available_in_existing_step2_center_level_bootstrap
ColposcopyOnly_ViT,十堰市人民医院,strict_loco,496,0.569787851037851,,,0.09524356371575315,,,0.42857142857142855,,,0.5747863247863247,,,0.05687203791469194,,,0.9438596491228071,,,0.100418410041841,,,0.5016788766788767,,,0.3935155110048089,,,0.4464130582015399,,,0.4254032258064516,,,not_available_in_existing_step2_center_level_bootstrap
ColposcopyOnly_ViT,恩施州中心医院,strict_loco,406,0.649484392419175,,,0.5244126872928173,,,0.1,,,0.9818840579710145,,,0.7222222222222222,,,0.6984536082474226,,,0.17567567567567569,,,0.5409420289855073,,,0.25470562232420074,,,0.22989621899871585,,,0.04433497536945813,,,not_available_in_existing_step2_center_level_bootstrap
ColposcopyOnly_ViT,武大人民医院,strict_loco,89,,,,1.0,,,0.8314606741573034,,,,,,1.0,,,0.0,,,0.9079754601226994,,,0.8314606741573034,,,0.5905702956598422,,,0.6574946117090638,,,0.8314606741573034,,,not_available_in_existing_step2_center_level_bootstrap
ColposcopyOnly_ViT,荆州市第一人民医院,strict_loco,406,0.46572181938035595,,,0.08271260744643806,,,0.2702702702702703,,,0.6205962059620597,,,0.06666666666666667,,,0.89453125,,,0.10695187165775401,,,0.445433238116165,,,0.3658051310034693,,,0.3760843963204997,,,0.3694581280788177,,,not_available_in_existing_step2_center_level_bootstrap
ColposcopyOnly_ViT,襄阳市中心医院,strict_loco,500,0.5472610722610722,,,0.24699333963407746,,,0.7181818181818181,,,0.35384615384615387,,,0.23867069486404835,,,0.8165680473372781,,,0.35827664399092973,,,0.536013986013986,,,0.43445550157639595,,,0.4340462991416313,,,0.662,,,not_available_in_existing_step2_center_level_bootstrap
HyDRA_CoE_Full,十堰市人民医院,strict_loco,496,0.6828449328449329,,,0.20165314619641755,,,0.10714285714285714,,,0.9893162393162394,,,0.375,,,0.9487704918032787,,,0.16666666666666666,,,0.5482295482295483,,,0.13598154453685526,,,0.18184191815131268,,,0.016129032258064516,,,not_available_in_existing_step2_center_level_bootstrap
HyDRA_CoE_Full,恩施州中心医院,strict_loco,406,0.7426978818283166,,,0.6182892612502848,,,0.3,,,0.9601449275362319,,,0.78,,,0.7443820224719101,,,0.43333333333333335,,,0.630072463768116,,,0.21022562972370318,,,0.14824815654282236,,,0.12315270935960591,,,not_available_in_existing_step2_center_level_bootstrap
HyDRA_CoE_Full,武大人民医院,strict_loco,89,,,,1.0,,,0.6179775280898876,,,,,,1.0,,,0.0,,,0.7638888888888888,,,0.6179775280898876,,,0.3591559615869271,,,0.48405609844211606,,,0.6179775280898876,,,not_available_in_existing_step2_center_level_bootstrap
HyDRA_CoE_Full,荆州市第一人民医院,strict_loco,406,0.5847799018530726,,,0.1127094590441789,,,0.16216216216216217,,,0.8888888888888888,,,0.1276595744680851,,,0.9136490250696379,,,0.14285714285714285,,,0.5255255255255256,,,0.45611462235506606,,,0.5458799707522846,,,0.11576354679802955,,,not_available_in_existing_step2_center_level_bootstrap
HyDRA_CoE_Full,襄阳市中心医院,strict_loco,500,0.5727738927738928,,,0.31413819166634743,,,0.5181818181818182,,,0.5717948717948718,,,0.2544642857142857,,,0.8079710144927537,,,0.3413173652694611,,,0.544988344988345,,,0.342563923090167,,,0.34455810025819034,,,0.448,,,not_available_in_existing_step2_center_level_bootstrap
OCTOnly_ViT,十堰市人民医院,strict_loco,496,0.5716956654456654,,,0.18084659424661628,,,0.21428571428571427,,,0.8226495726495726,,,0.06741573033707865,,,0.9459459459459459,,,0.10256410256410256,,,0.5184676434676434,,,0.10260318265917857,,,0.13050459263042347,,,0.17943548387096775,,,not_available_in_existing_step2_center_level_bootstrap
OCTOnly_ViT,恩施州中心医院,strict_loco,406,0.6444258639910814,,,0.5374922281485075,,,0.7769230769230769,,,0.37318840579710144,,,0.3686131386861314,,,0.7803030303030303,,,0.5,,,0.5750557413600892,,,0.33374071736934485,,,0.30633059944164037,,,0.6748768472906403,,,not_available_in_existing_step2_center_level_bootstrap
OCTOnly_ViT,武大人民医院,strict_loco,89,,,,1.0,,,0.4606741573033708,,,,,,1.0,,,0.0,,,0.6307692307692307,,,0.4606741573033708,,,0.5946485482189898,,,0.6635866387975277,,,0.4606741573033708,,,not_available_in_existing_step2_center_level_bootstrap
OCTOnly_ViT,荆州市第一人民医院,strict_loco,406,0.5966820479015601,,,0.16154982266089155,,,0.7567567567567568,,,0.3035230352303523,,,0.09824561403508772,,,0.9256198347107438,,,0.17391304347826086,,,0.5301398959935546,,,0.6814368527406819,,,0.7142380845487293,,,0.7019704433497537,,,not_available_in_existing_step2_center_level_bootstrap
OCTOnly_ViT,襄阳市中心医院,strict_loco,500,0.6155128205128205,,,0.356290310256509,,,0.9636363636363636,,,0.06666666666666667,,,0.225531914893617,,,0.8666666666666667,,,0.36551724137931035,,,0.5151515151515151,,,0.2769739581320155,,,0.2619157344242039,,,0.94,,,not_available_in_existing_step2_center_level_bootstrap
